"","type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","weekday","hour","date","accidents"
"43567",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2682861,1247830,"Saturday","01h-02h",2020-02-01,1
"43568","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681345,1248269,"Saturday","07h-08h",2020-02-01,1
"43569","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2678367,1247530,"Saturday","10h-11h",2020-02-01,1
"43570","Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2680322,1247614,"Saturday","12h-13h",2020-02-01,1
"43571","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683306,1251639,"Saturday","12h-13h",2020-02-01,1
"43572","Parking","Property damage",FALSE,FALSE,FALSE,"Other",2686645,1245946,"Saturday","13h-14h",2020-02-01,1
"43573","Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2681063,1247980,"Saturday","14h-15h",2020-02-01,1
"43574","Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2682191,1247618,"Saturday","14h-15h",2020-02-01,1
"43575",NA,"Property damage",FALSE,FALSE,FALSE,"Minor road",2681506,1249569,"Saturday","14h-15h",2020-02-01,1
"43576","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681498,1247606,"Saturday","15h-16h",2020-02-01,1
"43577","Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681059,1247129,"Saturday","15h-16h",2020-02-01,1
"43578","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681979,1247661,"Saturday","15h-16h",2020-02-01,1
"43579","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680170,1253493,"Saturday","16h-17h",2020-02-01,1
"43580","Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682285,1248642,"Saturday","16h-17h",2020-02-01,1
"43581","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2678851,1252056,"Saturday","17h-18h",2020-02-01,1
"43582","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683061,1250331,"Saturday","17h-18h",2020-02-01,1
"43583","Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2681681,1247257,"Saturday","18h-19h",2020-02-01,1
"43584",NA,"Property damage",FALSE,FALSE,FALSE,"Principal road",2682106,1247072,"Saturday","18h-19h",2020-02-01,1
"43585","Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683229,1246731,"Saturday","20h-21h",2020-02-01,1
"43586","Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682308,1248400,"Saturday","23h-00h",2020-02-01,1
